THEME,TITLE,ARTIST,YEAR,SPOTIFY_URL
Heartbreak,Left Only With Love,Smog,1998,
Heartbreak,Broken Heart,Spiritualized,1997,
Heartbreak,I Just Don’t Know What to Do With Myself,Dusty Springfield,1964,http://open.spotify.com/track/4qrEIcw64kbDgSK5QRkkAC
Heartbreak,You Don’t Have to Say You Love Me,Dusty Springfield,1966,http://open.spotify.com/track/2djMjbwwD6aeN029drEul0
Heartbreak,Maggie May,Rod Stewart,1971,http://open.spotify.com/track/5bnmFqpNi0JsOUQgQaGtzC
Heartbreak,Dry Your Eyes,The Streets,2004,http://open.spotify.com/track/1DlCpos9Lj8pK6cYMRjipp
Heartbreak,Last Nite,The Strokes,2001,http://open.spotify.com/track/7kzKAuUzOITUauHAhoMoxA
Heartbreak,Where Did Our Love Go?,The Supremes,1964,http://open.spotify.com/track/6yz8hKpO3s2byra8Et3w9x
Heartbreak,You Keep Me Hangin’ On,The Supremes,1966,http://open.spotify.com/track/6tLPgXlqugmn2XfNnmGoVp
Heartbreak,(My Heart Is) Closed for the Season  ,Bettye Swann,1968,http://open.spotify.com/track/6AS7rbXQIE2cSCtNXg3RPm
Heartbreak,Back for Good,Take That,1995,http://open.spotify.com/track/1cnoj3gWltCrWBZ77jZtmj
Heartbreak,No Scrubs,TLC,1999,http://open.spotify.com/track/5iJUGd5boRXsCmW00B3Mtq
Heartbreak,With Or Without You,U2,1987,http://open.spotify.com/track/2JZfTvWWtpaE8NohqRXqFr
Heartbreak,Give Me the Reason,Luther Vandross,1986,http://open.spotify.com/track/54yoy5MG6SVPB5wdneXAW7
Heartbreak,Femme Fatale,The Velvet Underground and Nico,1967,http://open.spotify.com/track/63uM3G418omzGOIT9ltPmt
Heartbreak,Ruby’s Arms,Tom Waits,1980,http://open.spotify.com/track/0YUvSNoGzYp67QjLOmzVnW
Heartbreak,Make it Easy on Yourself,The Walker Brothers,1965,http://open.spotify.com/track/5RT0MynLRywe8D3UHJ4UNG
Heartbreak,Walk on By,Dionne Warwick,1964,http://open.spotify.com/track/6xS9VDmREYFio4BNGFImjc
Heartbreak,Gold Digger,Kanye West,2005,http://open.spotify.com/track/5sSxgpqqZEAdwfRYVze4fU
Heartbreak,Say You Will ,Kanye West,2008,http://open.spotify.com/track/57wUNWELIZOReROLzol83e
Heartbreak,Substitute,The Who,1966,http://open.spotify.com/track/6AtYt0gDIi6I38fOfkV31y
Heartbreak,"Cold, Cold Heart",Hank Williams,1951,http://open.spotify.com/track/56KLeNPhvXXyXGQ9TEYDCC
Heartbreak,No Regrets,Robbie Williams,1998,http://open.spotify.com/track/2h4Lh23FF8OQ8uGBnOdepy
Heartbreak,Stronger Than Me,Amy Winehouse,2003,http://open.spotify.com/track/5Q8nk53ZSOoCCoMHcyUj8X
Heartbreak,You Know I’m No Good,Amy Winehouse,2006,http://open.spotify.com/track/0u8ekDfiPVBsju2LBLvDvI
Heartbreak,Ain’t No Sunshine,Bill Withers,1971,http://open.spotify.com/track/7u9s9Kn0J9U69J0qQV3E5M
Heartbreak,Use Me,Bill Withers,1972,http://open.spotify.com/track/7bIC3bWre8rInwCizxLMPQ
Heartbreak,D-I-V-O-R-C-E,Tammy Wynette,1968,
Heartbreak,A Man Needs a Maid,Neil Young,1972,http://open.spotify.com/track/09EdAJXci83YhVYUaZtLOw
People and places,"New York, New York",Ryan Adams,2001,http://open.spotify.com/track/6n0uVCp7GKgS0N7yCiIjYG
People and places,Lake Shore Drive,Aliotta Haynes Jeremiah,1971,
People and places,I’ve Got to Go Back Home,Bob Andy,1966,
People and places,We Gotta Get Out of This Place,The Animals,1965,http://open.spotify.com/track/385Z5UTDZvJMvhOAiURcHY
People and places,A Certain Romance,Arctic Monkeys,2006,http://open.spotify.com/track/1sW0hSskhK2o3okrBoNd57
People and places,Chicago,Roy Ayers,1983,http://open.spotify.com/track/6mWaJR3Wz8XcujkKd48oy6
People and places,"Fun, Fun, Fun",The Beach Boys,1964,http://open.spotify.com/track/0kRivH04RZLdKhD5wX1h1D
People and places,Eleanor Rigby,The Beatles,1966,
People and places,Doctor Robert,The Beatles,1966,
People and places,Drive My Car,The Beatles,1965,
People and places,Penny Lane,The Beatles,1967,
People and places,She’s Leaving Home,The Beatles,1967,
People and places,Strawberry Fields Forever,The Beatles,1967,
People and places,I Left My Heart in San Francisco,Tony Bennett,1962,http://open.spotify.com/track/6T4wzk2iyRcdmEQUcqk1s8
People and places,"Memphis, Tennessee",Chuck Berry,1959,http://open.spotify.com/track/289AKX6diQ7eCcvJLb5pC3
People and places,No Particular Place to Go,Chuck Berry,1964,http://open.spotify.com/track/0ibuBDbT4tKNA1ugKK92AI
People and places,Johnny B Goode,Chuck Berry,1958,http://open.spotify.com/track/78gvEiVlnMd1f5adOHjJxP
People and places,Tribute to Buddy Holly,Mike Berry and the Outlaws,1961,
People and places,Jerusalem,"William Blake, Charles Hubert and Hastings Parry",1916,
People and places,Ain’t No Love in the Heart of the City,Bobby Bland,1974,
People and places,Hernando’s Hideaway,Archie Bleyer,1954,http://open.spotify.com/track/5l14z1uDc6xwMohyYuhOfM
People and places,For Tomorrow,Blur,1993,http://open.spotify.com/track/6j8paOITkZ5Ybrg5osqeVk
People and places,Life On Mars?,David Bowie,1971,http://open.spotify.com/track/1EdKQ7nYYmMEsrcehcHf4Q
People and places,Space Oddity,David Bowie,1969,http://open.spotify.com/track/7IBfmCrfaR3SLVemWhsucQ
People and places,Nights in New York City,Jan Bradley,1968,
People and places,Levi Stubbs’ Tears,Billy Bragg,1986,
People and places,Rocket 88,Jackie Brenston and His Delta Cats,1951,http://open.spotify.com/track/2D4CW43Ewl0UZvrn9E2bo3
People and places,Blackwater Side,Anne Briggs,1971,
People and places,Smalltown Boy,Bronski Beat,1984,http://open.spotify.com/track/1nz1xzqPN4xYZtR4zgiLxt
People and places,Eight Miles High,The Byrds,1966,http://open.spotify.com/track/3M2vp32P9xXHsVRcva9G5c
People and places,Galveston,Glen Campbell,1969,http://open.spotify.com/track/7GCNh1ibQiae8aimaEUOFq
People and places,Minnie the Moocher,Cab Calloway,1931,http://open.spotify.com/track/1Ns0szGnyIV7BLkWsrkdVu
People and places,Drive,The Cars,1984,http://open.spotify.com/track/2KjYhaRlB5NtCJ0JotvJhZ
People and places,Scarborough Fair,Martin Carthy,1965,
People and places,I’m Free From the Chain Gang Now,Johnny Cash,2006,http://open.spotify.com/track/52HE6vtu3RydAcSDK3YuuN
People and places,Folsom Prison Blues,Johnny Cash,1955,http://open.spotify.com/track/7BuR7aWjwtMnejLYeh8FZk
People and places,King of Bongo,Manu Chao,1998,
People and places,Georgia on My Mind,Ray Charles,1960,http://open.spotify.com/track/5pnvs9jplQQE7uxdyHhTta
People and places,Lonely Avenue,Ray Charles,1956,http://open.spotify.com/track/43mBBdRU6GfinobxcDyufp
People and places,LA Freeway,Guy Clark,1975,http://open.spotify.com/track/0FIn08OKKHVRSFJfm6QBmS
People and places,London Calling,The Clash,1979,http://open.spotify.com/track/6UxHw23oizTlIyolc4Alaz
People and places,Many Rivers to Cross,Jimmy Cliff,1969,http://open.spotify.com/track/1dr5J5vp2lomzdDPcv4CvG
People and places,Riot in Cell Block #9,The Coasters,1954,http://open.spotify.com/track/5Hl3bPQuASTEb4t3GxhlkI
People and places,Chelsea Hotel #2,Leonard Cohen,1974,http://open.spotify.com/track/48WhdGNxaxHMdRxs11ampi
People and places,First We Take Manhattan,Leonard Cohen,1988,http://open.spotify.com/track/6C7z72JkQtC08oKYLsz791
People and places,The Banks of the Sweet Primroses,Shirley Collins,1967,
People and places,Taxes on the Farmer Feeds Us All,Ry Cooder,1972,
People and places,Chain Gang,Sam Cooke,1960,http://open.spotify.com/track/2v3StB7FS2bUZNSWWInRN7
People and places,Brother Can You Spare a Dime?,Bing Crosby,1932,http://open.spotify.com/track/2Ei1sEtJU0ENRvk3sKZx0X
People and places,Beyond the Sea,Bobby Darin,1959,http://open.spotify.com/track/1xeEkk0av46GZ4Ztq1dUEM
People and places,Mack the Knife ,Bobby Darin,1959,http://open.spotify.com/track/35hKX7JI7gvQ0oKna8895l
People and places,007 (Shanty Town),Desmond Dekker,1967,http://open.spotify.com/track/7hwvbkchjTc5JXEZ4xmQX7
People and places,Geno,Dexys Midnight Runners,1980,http://open.spotify.com/track/7gb626DDDHoiuVAGZEnlJk
People and places,Roadrunner,Bo Diddley,1960,http://open.spotify.com/track/0D98Qv08oIWYoSgVigHy9a
People and places,The Wanderer,Dion,1961,http://open.spotify.com/track/0tk8p69r1Ed2OuqiXxHdAQ
People and places,Sunny Goodge Street,Donovan,1965,http://open.spotify.com/track/0W0WuexnXG8xdSnTIHKnrQ
People and places,Black and White Town,Doves,2005,http://open.spotify.com/track/1RJxjF2aOMi1JLJ9K2PUJj
People and places,On Broadway,The Drifters,1963,http://open.spotify.com/track/1rDBmONfSiBaJJGqDH2OH5
People and places,Billericay Dickie,Ian Dury,1977,
People and places,Ballad of a Thin Man,Bob Dylan,1965,http://open.spotify.com/track/3Xbr9UqRIgo5I9Wna9sofg
People and places,Blind Willie McTell,Bob Dylan,1991,http://open.spotify.com/track/2HT5jSAGQtNJ6nM8dhvrng
People and places,Like a Rolling Stone,Bob Dylan,1965,http://open.spotify.com/track/4hR2PmKODnlFa5fe8iWzeo
People and places,The Mountain,Steve Earle,1999,
People and places,Station Approach,Elbow,2005,
People and places,Leave the Capitol,The Fall,1981,
People and places,Sin City,The Flying Burrito Brothers,1969,http://open.spotify.com/track/79eJ1pa0yAAFlloGPizz8W
People and places,Solsbury Hill,Peter Gabriel,1977,
People and places,Green Fields,"The Good, the Bad and the Queen",2007,
People and places,Over the Rainbow,Judy Garland,1939,http://open.spotify.com/track/1jNQ6e4Mze7QA3hPWbTv3B
People and places,Do Re Mi,Woody Guthrie,1940,http://open.spotify.com/track/2IsUkc97tIzMBQg67y3lVP
People and places,Big City,Merle Haggard,1981,http://open.spotify.com/track/2a57riblxsqxe1lV33JDTf
People and places,Tribute to Hank Williams,Tim Hardin,1967,http://open.spotify.com/track/7EIObUsjH82rWe34Alrou9
People and places,Boulder to Birmingham,Emmylou Harris ,1975,http://open.spotify.com/track/3PAnJueYX2pM8Ig0xSnkbI
People and places,Coles Corner,Richard Hawley,2005,http://open.spotify.com/track/5kGdayTmguCAZP87F56DUg
People and places,Just Like Eddie,Heinz,1963,http://open.spotify.com/track/3anKfvDNqW7dYBDEbmKzIn
People and places,Down in the Tube Station at Midnight,The Jam,1978,http://open.spotify.com/track/3pmY0mjzWegSxdMPwYZwSj
People and places,So What (Miles),Eddie Jefferson,1961,http://open.spotify.com/track/0PCrDhGtjxU660QHLUHYYc
People and places,Me and Bobby McGee,Janis Joplin,1971,http://open.spotify.com/track/6K81RptJZZaeEkqiV6kpyv
People and places,Cross Road Blues,Robert Johnson,1936,
People and places,Choo Choo Ch’Boogie,Louis Jordan and His Tympany Five,1946,http://open.spotify.com/track/1bPpdLPZIi24zchWIGkI3H
People and places,Spanish Harlem,Ben E King,1961,http://open.spotify.com/track/3UCmuRdeTriWgOZMEJsfqZ
People and places,(Get Your Kicks On) Route 66,Nat King Cole,1946,http://open.spotify.com/track/3k0jloXIBRigk9z7TSxr48
People and places,Dead End Street,The Kinks,1966,http://open.spotify.com/track/2qYhnsUIiu31svhUA5yGZD
People and places,The Village Green Preservation Society,The Kinks,1968,
People and places,Waterloo Sunset,The Kinks,1967,http://open.spotify.com/track/2nlvl52hnkBMoWPmWChXM8
People and places,London is the Place For Me,Lord Kitchener,1951,
People and places,Trans-Europe Express,Kraftwerk,1977,http://open.spotify.com/track/0E4dDQtMRsh2hil3J9hTMj
People and places,Ramblin’ Man ,Lemon Jelly,2002,http://open.spotify.com/track/6gZy5D9PMscYWMM1VdvZZx
People and places,Kentucky,The Louvin Brothers,1956,http://open.spotify.com/track/15GmkMpAv2Q3txQLW2c1nZ
People and places,Sweet Home Alabama,Lynyrd Skynyrd,1974,http://open.spotify.com/track/1KZ1hkR3lxhIRW57sPaY07
People and places,California Dreamin’,The Mamas and the Papas,1965,http://open.spotify.com/track/1pxO7IS622Q8DQJ7uK7JRt
People and places,"No Woman, No Cry",Bob Marley and the Wailers,1974,http://open.spotify.com/track/2Fl520GM5Pq1yCxSruf3gj
People and places,Things Are Worse in Russia,Sam Mayo,1922,
People and places,Vincent,Don McLean,1971,http://open.spotify.com/track/6b2rn4db84W8Ntz66LHi53
People and places,Me and My Chauffeur Blues,Memphis Minnie,1941,http://open.spotify.com/track/1BrAqEZyBw7t4Qk5LdPq7w
People and places,Stack O’ Lee,Mississippi John Hurt,1928,http://open.spotify.com/track/2s4dwHpeGqoXNUXoyXyG1O
People and places,Diamonds Are a Girl’s Best Friend,Marilyn Monroe,1953,http://open.spotify.com/track/0wxF2Ia8RldcEHSlEope7i
People and places,Coney Island,Van Morrison,1989,http://open.spotify.com/track/51uJPonFb6B4bjVXXIb6oR
People and places,On the Road Again,Willie Nelson,1980,http://open.spotify.com/track/3c4gb10sLoDr3OCoLIKRqm
People and places,Cars,Gary Numan,1979,http://open.spotify.com/track/3CKLPDN1AIOYa7QPpy6oDH
People and places,A Few Words in Defense of Our Country,Randy Newman,2008,http://open.spotify.com/track/1IWtqdxdgO1ThXjfjXnsSU
People and places,Baltimore,Randy Newman,1977,
People and places,I Love LA,Randy Newman,1983,
People and places,I Guess the Lord Must Be in New York City,Nilsson,1969,http://open.spotify.com/track/6gu59Q2p1Zkx2jkMdJYO1X
People and places,Blue Bayou,Roy Orbison,1963,http://open.spotify.com/track/5GdSlf0Of1E67soyYauE1i
People and places,Domino,Roy Orbison,1956,http://open.spotify.com/track/12NYyFxVvXaa8XIZEErs2D
People and places,Bruton Town,Pentangle,1968,http://open.spotify.com/track/2pqiemaVZ6QjRYH5cPCfax
People and places,King’s Cross,Pet Shop Boys,1987,
People and places,West End Girls,Pet Shop Boys,1985,http://open.spotify.com/track/5Dqik1P9toCJTLj5rEm78s
People and places,Mustang Sally,Wilson Pickett,1966,http://open.spotify.com/track/2AbmCE9mLpaVMyQeyvlgHN
People and places,Shine on You Crazy Diamond,Pink Floyd,1975,
People and places,Dirty Old Town,The Pogues,1985,http://open.spotify.com/track/7IMYW63MR1U33kX7LOecPl
People and places,Rainy Night in Soho,The Pogues,1985,http://open.spotify.com/track/6vSHxP7R5Ml9zqyO2JM5v9
People and places,Heartbreak Hotel,Elvis Presley,1956,http://open.spotify.com/track/4YpAvti84hmMqJwnAYawt5
People and places,Somewhere,PJ Proby,1964,http://open.spotify.com/track/5lz5nAO1HA7nntRU5k0IzH
People and places,Common People,Pulp,1995,http://open.spotify.com/track/3gc4sAYBuZDhbFfnauPqOf
People and places,"Bright Lights, Big City",Jimmy Reed,1961,http://open.spotify.com/track/3uNEUuL8U3RqHVyhiuD6DY
People and places,Berlin,Lou Reed,1973,
People and places,Roadrunner,Jonathan Richman and the Modern Lovers,1972,
People and places,Harper Valley PTA,Jeannie C Riley ,1968,http://open.spotify.com/track/0nAHjZ9TJ6h4Hpy8lxlP6u
People and places,T for Texas,Jimmie Rodgers,1928,http://open.spotify.com/track/5pOTmneH4pTmhxaSLtrTM0
People and places,Moonlight Mile,The Rolling Stones,1971,http://open.spotify.com/track/19syRYigiBrdGj5HUqBjzx
People and places,Ruby Tuesday,The Rolling Stones,1967,http://open.spotify.com/track/5dv34fSvGLhCaPNjiytAva
People and places,Jenny Take a Ride ,Mitch Ryder and the Detroit Wheels,1965,http://open.spotify.com/track/5mgDZhN7E1nau6ZH2ENmUH
People and places,Chancery Lane,Bim Sherman,1978,
People and places,Graceland,Paul Simon,1986,http://open.spotify.com/track/0aeaKHM4KCULhqKk4QZzjT
People and places,The Late Great Johnny Ace,Paul Simon,1983,http://open.spotify.com/track/5ach2WWI5RD1FOjDArNlRh
People and places,Homeward Bound,Simon and Garfunkel,1966,http://open.spotify.com/track/0MhdnZTAPZmdEWa3alX8eM
People and places,Mrs Robinson,Simon and Garfunkel,1968,http://open.spotify.com/track/6J1sj9dcEM91H80NIz1Gpo
People and places,"New York, New York",Frank Sinatra,1980,http://open.spotify.com/track/4tMPwjAb9FYZ2HHgXj24LU
People and places,Jackson,Nancy Sinatra and Lee Hazlewood,1967,http://open.spotify.com/track/56LjYK1rKum8m1L7aIdfm4
People and places,Born to Run,Bruce Springsteen,1975,http://open.spotify.com/track/3JlWTo11ustqpPS1V7Jivs
People and places,Up the Junction,Squeeze,1979,http://open.spotify.com/track/1zWLu0Glg7glW6ulCfDbeN
People and places,Rank Stranger,The Stanley Brothers,1950,http://open.spotify.com/track/1AkjPhgexQuQkeJpB3sS5E
People and places,Born to Be Wild,Steppenwolf,1968,http://open.spotify.com/track/78OcvMkLFsRp5AJsRexfPX
People and places,The Boys Are Back in Town,Thin Lizzy,1976,http://open.spotify.com/track/3w7SMX2L4Tx6GAR8cr5H5L
People and places,54-46 (That’s My Number),Toots and the Maytals,1968,http://open.spotify.com/track/0KVxbnJ6OfDj6P47KogYo7
People and places,Snowin’ on Raton,Townes Van Zandt,1987,
People and places,My Perfect Cousin,The Undertones,1980,http://open.spotify.com/track/2YGzQWJGukgL3eXslK1okj
People and places,In the Neighbourhood,Tom Waits,1983,
People and places,"Johnsburg, Illinois",Tom Waits,1983,http://open.spotify.com/track/1Opgvak0Qc2kyLVLFbuu1V
People and places,Do You Know the Way to San José,Dionne Warwick,1968,http://open.spotify.com/track/3lVRhqxAiipuI4kPz4TF5W
People and places,Wild Wood,Paul Weller,1993,http://open.spotify.com/track/6YV6egaDLNWSxHenzsWE1y
People and places,Living for the City,Stevie Wonder,1973,http://open.spotify.com/track/1XtEFMgU5u5yHa5N4GxIbA
People and places,Master Blaster (Jammin),Stevie Wonder,1980,http://open.spotify.com/track/3Q5K3AUwRshY9TSXxRk3IW
Sex,Try Again,Aaliyah,2000,http://open.spotify.com/track/2CM7CAL7aJ5WkPU0oGbA96
Sex,Gimme! Gimme! Gimme! (A Man After Midnight),Abba,1979,http://open.spotify.com/track/2TjNlK2tNBxF8C8RIaK9Gb
Sex,You Shook Me All Night Long,AC/DC,1980,
Sex,Love in an Elevator,Aerosmith,1989,http://open.spotify.com/track/1SDr4rc6YRpaLDkJURW3sY
Sex,Smile,Lily Allen,2006,http://open.spotify.com/track/1elLIGWtTXFm5NSRHDa4w1
Sex,When The Sun Goes Down,Arctic Monkeys,2006,http://open.spotify.com/track/2iuIqCjjPKg3DYwHHAo0kJ
Sex,Come Again,Au Pairs,1981,
Sex,Another Girl,The Beatles,1965,
Sex,Norwegian Wood (This  Bird Has Flown),The Beatles,1965,
Sex,My Ding-a-Ling,Chuck Berry,1972,http://open.spotify.com/track/2x54atSzwJO7zngKHdePjb
Sex,Kangaroo,Big Star,1978,
Sex,Je T’Aime ... Moi Non Plus,Jane Birkin and Serge Gainsbourg,1969,
Sex,Girls and Boys,Blur,1994,http://open.spotify.com/track/3Y23PZn79fu2uaefLBCJyz
Sex,Tent,Bonzo Dog Doo-Dah Band,1969,http://open.spotify.com/track/1Iv81TnJcanYzk4uyewcNi
Sex,Cruisin’ the Streets,Boys Town Gang,1981,
Sex,Get Up (I Feel Like Being a) Sex Machine,James Brown,1970,http://open.spotify.com/track/5uCdgBAqYPWQ2HGpJVGAeD
Sex,Get On Top,Tim Buckley,1972,http://open.spotify.com/track/2OqesAvEfzM5KvBHhRlz5l
Sex,Orgasm Addict,Buzzcocks,1977,http://open.spotify.com/track/4iUvyJkurdF6iDzdY4Z4al
Sex,Triad,The Byrds,1968,http://open.spotify.com/track/3Vcbq1XGXbvwXT9wC4XJjj
Sex,High Fidelity ,Elvis Costello and the Attractions,1980,http://open.spotify.com/track/0FKPuEwGl4zunq0HKcoxQ5
Sex,I Want You,Elvis Costello and the Attractions,1986,http://open.spotify.com/track/4LBnvKaSC9RqnFYA0LDIGt
Sex,Let’s Make Love and Listen to Death from Above,CSS,2006,http://open.spotify.com/track/4Cz17oLEdM9MY5BYtd0S2N
Sex,Brown Sugar,D’Angelo,1995,http://open.spotify.com/track/3tyUh8UpK0PVu00AjbP1UG
Sex,Say My Name,Destiny’s Child,1999,http://open.spotify.com/track/2gSyc23Hua25fqSFpgAh6W
Sex,Come On Eileen,Dexys Midnight Runners,1982,http://open.spotify.com/track/7L1h8TN56ynoes6aZ4kNs2
Sex,I Touch Myself,Divinyls,1991,http://open.spotify.com/track/6oNvmplQGUkmAh441Teows
Sex,Wake Up and Make Love With Me,Ian Dury and the Blockheads,1977,
Sex,I Want You,Bob Dylan,1966,http://open.spotify.com/track/6hMr51jPiGsyI16VfO8wmO
Sex,Lay Lady Lay,Bob Dylan,1969,http://open.spotify.com/track/6wo0JCftDQbbo9nsGKLzk2
Sex,Lyin’ Eyes,The Eagles,1975,
Sex,Stutter,Elastica,1993,http://open.spotify.com/track/6R8t6SQX1692z5S112XMkJ
Sex,Vaseline,Elastica,1995,http://open.spotify.com/track/3CFreeQN3KprsAO9Io0MpP
Sex,Who’s That Girl?,Eurythmics,1983,http://open.spotify.com/track/0qO7FkKWdHPc1Si1Z2nLZm
Sex,Stay With Me,The Faces,1971,http://open.spotify.com/track/6qpWQy2fQy7X0jJTg7UoiO
Sex,Passion,The Flirts,1982,
Sex,Relax,Frankie Goes to Hollywood,1983,
Sex,Sledgehammer,Peter Gabriel,1986,
Sex,Let’s Get It On,Marvin Gaye,1973,http://open.spotify.com/track/5qAV9Xmezj2Fb2cUkZCKqS
Sex,Sexual Healing,Marvin Gaye,1982,http://open.spotify.com/track/6PctvwtmRSIwmTc4HtBzJT
Sex,Fancy,Bobbie Gentry,1969,http://open.spotify.com/track/6aarvZBVzYo3sp4NYOBqCp
Sex,No Pussy Blues,Grinderman,2007,http://open.spotify.com/track/7hdfYPz4MaEcAH97E0S6vW
Sex,Bob’s Yer Uncle,Happy Mondays,1990,http://open.spotify.com/track/7p9Dw7RS1uTJubzRGRGHLV
Sex,The Man That I Am With My Man,The Hidden Cameras,2003,http://open.spotify.com/track/4O1lOLB77K8jOilQOYnULt
Sex,You Sexy Thing,Hot Chocolate,1975,http://open.spotify.com/track/3FJ86KB6nSQ1vTJbupZmmv
Sex,Saving All My Love for You,Whitney Houston,1985,http://open.spotify.com/track/0659KEGBXXfDy2pbCtZ9Wd
Sex,Between the Sheets,The Isley Brothers,1983,http://open.spotify.com/track/0RBg0YkVr7B6PGgK13PUhw
Sex,Summer (The First Time),Millie Jackson,1974,
Sex,Fujiyama Mama,Wanda Jackson,1957,http://open.spotify.com/track/56xQ4YLqsIZ4Kc6R3WEHAx
Sex,I Just Want to Make Love to You,Etta James,1961,http://open.spotify.com/track/7A96l8P8UmFPhdu7pQ8SMe
Sex,Super Freak,Rick James,1981,http://open.spotify.com/track/00FCfK15gIqylm8xeO4pjx
Sex,Crimson and Clover,Tommy James and the Shondells,1968,http://open.spotify.com/track/1vXuYPpkLjn1v06E2EsWQY
Sex,Pull Up to the Bumper,Grace Jones,1981,http://open.spotify.com/track/3nkuemN1DlyHYZCk5eZYLn
Sex,Milkshake,Kelis,2003,http://open.spotify.com/track/2cMTIlktg3M9mXYqCPqw1J
Sex,Ignition (Remix),R Kelly,2003,http://open.spotify.com/track/7uN7snLDoM1WTmMcTxNreb
Sex,Khia,"My Neck, My Back (Lick It)",2002,http://open.spotify.com/track/0XPLAWXQ03Tlk94CltCj9S
Sex,I Feel the Earth Move,Carole King,1971,http://open.spotify.com/track/437fpvkvab2A1kyZWr99u1
Sex,Sex On Fire,Kings of Leon,2008,http://open.spotify.com/track/395C2pn0PdOYPzM4B1jLoO
Sex,Black Diamond,Kiss,1974,http://open.spotify.com/track/6ChyfMvHeIdX7vaNR249AK
Sex,Lady Marmalade,Labelle,1974,http://open.spotify.com/track/3xqe6BzisHN08DOYYqTcsh
Sex,Telephone Love,JC Lodge,1988,http://open.spotify.com/track/3cWpbffv5WFX2g5n99L1th
Sex,Help Me Make It Through the Night,Kris Kristofferson,1970,http://open.spotify.com/track/2Os4SR7qNgb6vKa6cXQSUZ
Sex,Whole Lotta Love,Led Zeppelin,1969,
Sex,Whole Lotta Shakin’ Goin’ On,Jerry Lee Lewis,1957,http://open.spotify.com/track/3VIQihiCjAPP22iG0z0iJ9
Sex,French Kiss,Lil’ Louis,1989,
Sex,Tutti Frutti,Little Richard,1955,http://open.spotify.com/track/17nFSc5cJ3AHKt7qsGFtsz
Sex,Darling Be Home Soon,The Lovin’ Spoonful,1967,http://open.spotify.com/track/0WyaWFJqhVdHxK2pY9Xg8U
Party songs,Din Daa Daa,George Kranz,1984,
Sex,You Ain’t Woman Enough,Loretta Lynn,1966,http://open.spotify.com/track/0HIDHxooesFQ1zAZ3Vahgm
Sex,"Don’t Come the Cowboy With Me, Sonny Jim!",Kirsty MacColl,1989,http://open.spotify.com/track/2K0gFbHUwMJqXNfm7fJnRg
Sex,Justify My Love,Madonna,1990,http://open.spotify.com/track/5pIYRfMMlLw7NXg1ey8bRA
Sex,Electric Feel,MGMT,2008,http://open.spotify.com/track/2eGHyarZyRvUgFI4d3G8GN
Sex,I Want Your Sex,George Michael,1987,http://open.spotify.com/track/4g4UjSFx9QCTt2mqJwr4fW
Sex,Fastlove,George Michael,1996,http://open.spotify.com/track/5y0RtJTOSuy864erUivf0J
Sex,One Minute Man,Missy Elliott,2001,http://open.spotify.com/track/4SZG38k0cKCMrmpu2mPpD2
